,AIRPORT,LATITUDE,LONGITUDE,DISPLAY_AIRPORT_NAME
2431,CVA,40.48333333,-80.21666667,Civic Arena H/P
2435,CVG,39.04888889,-84.66777778,Cincinnati/Northern Kentucky International
2445,CVN,34.42666667,-103.0775,Clovis Municipal
2447,CVO,44.49722222,-123.28944444,Corvallis Municipal
2452,CVS,34.3825,-103.3225,Cannon AFB
2456,CVX,45.30472222,-85.27527778,Charlevoix Municipal
2458,CWA,44.7775,-89.66666667,Central Wisconsin
2463,CWI,41.83083333,-90.32888889,Clinton Municipal
2468,CWS,48.49,-122.83222222,Center Island Airport
2477,CXC,61.58333333,-144.42972222,Chitina Airport
2479,CXF,67.25222222,-150.20388889,Coldfoot Airport
2488,CXL,32.6675,-115.5175,Calexico International
2491,CXO,30.35333333,-95.415,Lone Star Executive
2508,CYF,60.13666667,-164.27916667,Chefornak Airport
2513,CYM,57.51527778,-134.94444444,Chatham Airport
2519,CYS,41.15555556,-104.81055556,Cheyenne Regional/Jerry Olson Field
2521,CYT,60.08194444,-142.49361111,Yakataga
2527,CZC,61.94111111,-145.29416667,Copper Center 2
2531,CZF,61.78027778,-166.03861111,Cape Romanzof LRRS
2539,CZN,62.07111111,-142.04833333,Chisana Airport
2541,CZO,62.56222222,-144.6725,Chistochina Airport
2542,CZP,55.965,-133.79333333,Cape Pole Airport
2556,DAB,29.18,-81.05805556,Daytona Beach International
2567,DAG,34.85361111,-116.78666667,Barstow/Daggett
2571,DAL,32.84722222,-96.85166667,Dallas Love Field
2575,DAN,36.57277778,-79.33611111,Danville Regional
2588,DAY,39.90222222,-84.21944444,James M Cox/Dayton International
2593,DBN,32.56472222,-82.985,W H Bud Barron
2597,DBQ,42.40194444,-90.70944444,Dubuque Regional
2607,DCA,38.85194444,-77.03777778,Ronald Reagan Washington National
2612,DCK,66.94333333,-156.90472222,Dahl Creek Airport
2615,DCU,34.65416667,-86.94527778,Pryor Field Regional
2617,DDC,37.76305556,-99.96555556,Dodge City Regional
2626,DEC,39.83444444,-88.86555556,Decatur Airport
2628,DEH,43.27555556,-91.73944444,Decorah Municipal
2635,DEN,39.86166667,-104.67305556,Denver International
2641,DET,42.40944444,-83.01027778,Coleman A. Young Municipal
2644,DFI,41.3375,-84.42888889,Defiance Memorial
2648,DFW,32.89722222,-97.03777778,Dallas/Fort Worth International
2649,DGB,58.13333333,-152.55,Danger Bay Airport
2656,DGW,42.79722222,-105.38583333,Converse County
2663,DHN,31.32111111,-85.44944444,Dothan Regional
2665,DHT,36.0225,-102.5475,Dalhart Municipal
2675,DIK,46.79722222,-102.80194444,Dickinson - Theodore Roosevelt Regional
2681,DIO,65.75861111,-168.95305556,Diomede Heliport
2700,DJN,64.05055556,-145.71722222,Delta Junction Airport
2707,DKK,42.49388889,-79.27111111,Chautauqua County/Dunkirk
2717,DLF,29.35944444,-100.77805556,Laughlin AFB
2719,DLG,59.04472222,-158.50555556,Dillingham Airport
2722,DLH,46.84194444,-92.19361111,Duluth International
2725,DLL,34.44916667,-79.36861111,Dillon County
2728,DLO,55.12222222,-132.05,Dolomi Airport
2731,DLS,45.61944444,-121.16833333,Columbia Gorge Regional/The Dalles Municipal
2736,DMA,32.16638889,-110.88305556,Davis Monthan AFB
2739,DMN,32.2625,-107.71888889,Deming Municipal
2741,DMO,38.7075,-93.17583333,Sedalia Regional
2749,DNC,56.75694444,-133.22166667,Duncan Canal Airport
2752,DNE,33.07888889,-96.73833333,Dallas North
2756,DNL,33.46666667,-82.03944444,Daniel Field
2758,DNN,34.72305556,-84.87027778,Dalton Municipal
2767,DNV,40.19972222,-87.59555556,Vermilion Regional
2773,DOF,55.23333333,-132.21666667,Dora Bay Airport
2797,DOV,39.12944444,-75.46583333,Dover AFB
2798,DPA,41.91555556,-88.24666667,Du Page County
2800,DPG,40.19944444,-112.9375,Michael AAF
2808,AA8,70.1375,-147.03055556,Badami
2812,DQC,27.81333333,-80.49555556,Sebastian Municipal
2814,DQD,42.64861111,-111.58194444,Allen H Tigert
2816,DQE,32.845,-115.26861111,Holtville Airport
2819,DQG,36.53666667,-86.92111111,Springfield Robertson County
2821,DQH,70.34416667,-150.94472222,Alpine Airstrip
2824,DQI,39.17888889,-121.99333333,Colusa County
2826,DQJ,47.39138889,-102.77194444,Weydahl Field
2829,DQK,44.05583333,-75.71944444,Wheeler-Sack AAF
2831,DQL,61.18666667,-149.96527778,Lake Hood Strip
2833,DQN,29.05555556,-80.94888889,New Smyrna Beach Municipal
2834,DQO,32.41083333,-91.49861111,Delhi Municipal
2835,DQP,38.23638889,-89.35861111,Marshall Field
2837,DQQ,40.86972222,-100.00416667,Cozad Municipal
2842,DQS,36.25638889,-113.23083333,Grand Canyon Bar Ten Airstrip
2845,DQU,55.77888889,-131.60138889,Neets Bay
2846,DQV,59.1025,-135.38222222,Glacier Point
2847,DQW,35.57222222,-113.2925,Hualapai
2848,DQX,60.07472222,-143.08666667,Tsui River Airport
2851,DQY,28.4675,-80.56666667,Cape Canaveral AFS Skid Strip
2852,DQZ,58.91166667,-161.71388889,Platinum Mine
2854,DRA,36.61944444,-116.03277778,Desert Rock
2858,DRE,46.00944444,-83.74388889,Drummond Island Airport
2860,DRF,60.58888889,-152.16194444,Drift River Airport
2863,DRG,66.06916667,-162.76694444,Deering Airport
2868,DRO,37.15138889,-107.75388889,Durango La Plata County
2872,DRT,29.37416667,-100.92722222,Del Rio International
2874,DRU,46.62083333,-113.205,Drummond Airport
2883,DSI,30.4,-86.47138889,Destin-Ft. Walton Beach
2888,DSM,41.53388889,-93.66305556,Des Moines International
2892,DTA,39.38361111,-112.50222222,Delta Municipal
2894,DTH,36.46055556,-116.87972222,Furnace Creek
2896,DTL,46.82527778,-95.88555556,Detroit Lakes-Wething Field
2900,DTN,32.54027778,-93.745,Shreveport Downtown
2902,DTO,33.20222222,-97.19805556,Denton Municipal
2903,DTR,48.51,-122.80305556,Decatur
2904,DTT,42.31277778,-83.17861111,Detroit Metropolitan Area
2906,DTW,42.2125,-83.35333333,Detroit Metro Wayne County
2907,DUA,33.93333333,-96.4,Eaker Field
2911,DUC,34.47138889,-97.95972222,Halliburton Field
2917,DUF,36.25361111,-75.78861111,Pine Island
2920,DUG,31.46888889,-109.60388889,Bisbee Douglas International
2922,DUJ,41.17833333,-78.89861111,DuBois Regional
2931,DUT,53.89888889,-166.545,Unalaska Airport
2936,DVL,48.11666667,-98.91,Devils Lake Regional
2938,DVN,41.61027778,-90.58833333,Davenport Municipal
2942,DVT,33.68833333,-112.0825,Phoenix - Deer Valley
2944,DWA,38.57944444,-121.85694444,Yolo County
2946,DWH,30.06194444,-95.55277778,David Wayne Hooks Memorial
2950,DXR,41.37166667,-73.48222222,Danbury Municipal
2959,DYS,32.41833333,-99.85666667,Dyess AFB
2967,EAA,64.77805556,-141.14972222,Eagle Airport
2968,EAG,67.56222222,-162.97527778,Eagle Creek Strip
2972,EAN,42.05555556,-104.92861111,Phifer Airfield
2974,EAR,40.72694444,-99.00666667,Kearney Regional
2978,EAT,47.39805556,-120.20583333,Pangborn Memorial
2981,EAU,44.86583333,-91.48416667,Chippewa Valley Regional
2996,ECA,44.31277778,-83.42222222,Iosco County
2999,ECG,36.26055556,-76.17444444,Elizabeth City CGAS/Regional
3003,ECP,30.35833333,-85.79555556,Northwest Florida Beaches International
3006,ECS,43.88416667,-104.31444444,Mondell Field
3007,ECU,29.94694444,-100.17388889,Edwards County
3008,EDA,55.93638889,-133.65555556,Edna Bay Airport
3010,EDE,36.02777778,-76.56722222,Northeastern Regional
3013,EDF,61.25138889,-149.80638889,Elmendorf AFB
3019,EDW,34.91805556,-117.87916667,Edwards AFB
3021,EED,34.76638889,-114.62333333,Needles Airport
3023,EEK,60.21361111,-162.04388889,Eek Airport
3025,EEN,42.89833333,-72.27083333,Dillant Hopkins
3026,EFB,58.0,-135.73333333,Eight Fathom Bight Airport
3028,EFD,29.60722222,-95.15861111,Ellington
3031,EFK,44.88888889,-72.22916667,Newport State
3038,EGA,60.28333333,-148.08333333,Chenega Airport
3044,EGE,39.64277778,-106.91583333,Eagle County Regional
3047,EGI,30.64861111,-86.52194444,Duke Field
3051,EGP,28.70222222,-100.48055556,Eagle Pass Municipal
3054,EGT,37.32361111,-97.38833333,Wellington Municipal
3056,EGV,45.93222222,-89.26833333,Eagle River Union
3058,EGX,58.18555556,-157.37555556,Egegik Airport
3060,EHM,58.64638889,-162.06277778,Cape Newenham LRRS
3061,EHR,57.41666667,-152.71666667,Eagle Harbor Airport
3063,EHT,41.75333333,-72.62833333,Rentschler Heliport
3068,EIL,64.66555556,-147.10138889,Eielson AFB
3081,EKA,40.80333333,-124.11277778,Murray Field
3086,EKI,41.71944444,-86.00333333,Elkhart Municipal
3088,EKN,38.88944444,-79.85722222,Elkins-Randolph County-Jennings Randolph Field
3091,EKO,40.825,-115.79138889,Elko Regional
3093,EKX,37.68611111,-85.925,Addington Field
3095,EKY,33.3125,-86.92638889,Bessemer Airport
3097,ELA,29.60055556,-96.32194444,Eagle Lake Airport
3105,ELD,33.22083333,-92.81333333,South Arkansas Regional at Goodwin Field
3114,ELI,64.615,-162.27055556,Elim Airport
3118,ELM,42.15972222,-76.89194444,Elmira/Corning Regional
3120,ELN,47.03305556,-120.53055556,Bowers Field
3123,ELP,31.80722222,-106.37638889,El Paso International
3132,ELV,58.2,-136.31666667,Elfin Cove Seaplane Base
3133,ELW,60.89333333,-146.70833333,Ellamar Seaplane Base
3135,ELY,39.29972222,-114.84194444,Ely Airport/Yelland Field
3142,EMK,62.78611111,-164.49083333,Emmonak Airport
3144,EMM,41.82416667,-110.55694444,Kemmerer Municipal
3148,EMP,38.33055556,-96.19,Emporia Municipal
3150,EMT,34.08611111,-118.03472222,El Monte Airport
3152,ENA,60.57333333,-151.24472222,Kenai Municipal
3158,END,36.33916667,-97.91638889,Vance AFB
3160,ENL,38.515,-89.09111111,Centralia Municipal
3162,ENN,64.54722222,-149.07388889,Nenana Municipal
3174,ENV,40.71861111,-114.02861111,Wendover Airport
3176,ENW,42.59555556,-87.92777778,Kenosha Regional
3181,EOK,40.46,-91.42861111,Keokuk Municipal
3183,EPH,47.30805556,-119.51694444,Ephrata Municipal
3206,ERI,42.08305556,-80.17388889,Erie International/Tom Ridge Field
3217,ERV,29.97666667,-99.08555556,Kerrville Municipal/Louis Schreiner Field
3227,ESC,45.72277778,-87.09361111,Delta County
3229,ESD,48.70833333,-122.91055556,Orcas Island
3235,ESF,31.395,-92.29583333,Esler Regional
3240,ESN,38.80416667,-76.06888889,Easton/Newnam Field
3242,ESP,41.03583333,-75.16055556,Stroudsburg Pocono
3250,ETN,32.415,-98.80972222,Eastland Municipal
3252,ETS,31.29972222,-85.89972222,Enterprise Municipal
3260,EUE,39.60361111,-116.00361111,Eureka Airport
3262,EUF,31.95138889,-85.12888889,Weedon Field
3264,EUG,44.12444444,-123.21194444,Mahlon Sweet Field
3271,EVC,64.04194444,-148.86305556,Eva Creek Airport
3277,EVM,47.42444444,-92.49722222,Eveleth Virginia Municipal
3284,EVV,38.04083333,-87.52861111,Evansville Regional
3286,EVW,41.27472222,-111.03472222,Evanston-Uinta County Burns Field
3291,EWB,41.67666667,-70.95777778,New Bedford Regional
3294,EWK,38.05694444,-97.27527778,Newton City County
3300,EWN,35.07277778,-77.04305556,Coastal Carolina Regional
3302,EWR,40.6925,-74.16861111,Newark Liberty International
3304,EXI,58.42083333,-135.44722222,Excursion Inlet Seaplane Base
3316,EYW,24.55611111,-81.75944444,Key West International
3324,F70,33.57416667,-117.12833333,French Valley
3331,FAI,64.815,-147.85638889,Fairbanks International
3334,FAK,57.51666667,-135.21666667,False Island Airport
3335,FAL,26.58333333,-99.13333333,Falcon State Park
3337,FAM,37.76111111,-90.42861111,Farmington Regional
3345,FAR,46.92055556,-96.81583333,Hector International
3350,FAT,36.77666667,-119.71888889,Fresno Yosemite International
3351,FAU,60.89611111,-147.44666667,Fairmount Island Airport
3355,FAY,34.99111111,-78.88027778,Fayetteville Regional/Grannis Field
3357,FBG,35.13194444,-78.93611111,Simmons AAF
3359,FBK,64.8375,-147.61444444,Ladd AAF
3367,FBR,41.39333333,-110.40583333,Fort Bridger Airport
3368,FBS,48.5375,-123.00833333,Friday Harbor Seaplane Base
3371,FCA,48.31055556,-114.25611111,Glacier Park International
3373,FCH,36.73222222,-119.82027778,Fresno Chandler Executive
3375,FCM,44.8275,-93.45861111,Flying Cloud
3380,FCS,38.67972222,-104.76083333,Butts AAF
3390,FDK,39.4175,-77.37444444,Frederick Municipal
3392,FDR,34.35222222,-98.98388889,Frederick Regional
3396,FDY,41.01194444,-83.66861111,Findlay Airport
3402,FEP,42.24611111,-89.58194444,Albertus
3404,FET,41.44972222,-96.52111111,Fremont Municipal
3405,FEW,41.13333333,-104.86722222,Francis E. Warren AFB Heliport
3411,FFM,46.28444444,-96.15666667,Fergus Falls Municipal-Einar Mickelson Field
3412,FFO,39.82611111,-84.04833333,Wright-Patterson AFB
3415,FFT,38.18166667,-84.90666667,Capital City
3422,FHU,31.58833333,-110.34444444,Sierra Vista Municipal-Libby AAF
3423,FIC,55.77777778,-131.5375,Fire Cove Airport
3424,FID,41.25138889,-72.03166667,Elizabeth Field
3430,FIL,38.95805556,-112.36305556,Fillmore Municipal
3445,FKL,41.3775,-79.86055556,Venango Regional
3448,FL1,28.22805556,-82.15583333,Zephyrhills Municipal
3450,FL2,27.96083333,-80.55833333,Valkaria Airport
3453,FL4,29.46583333,-81.20861111,Flagler County
3456,FL5,29.35583333,-82.47194444,Williston Municipal
3462,FLD,43.77111111,-88.48833333,Fond Du Lac County
3467,FLG,35.14027778,-111.66916667,Flagstaff Pulliam
3468,FLJ,60.51666667,-148.0,Falls Bay Airport
3472,FLL,26.07166667,-80.14972222,Fort Lauderdale-Hollywood International
3477,FLO,34.18527778,-79.72388889,Florence Regional
3483,FLT,62.45277778,-157.98916667,Flat Airport
3484,FLU,40.77916667,-73.83277778,Flushing
3486,FLV,39.36833333,-94.91472222,Sherman AAF
3491,FLX,39.49916667,-118.74888889,Fallon Municipal
3497,FMH,41.65916667,-70.52277778,Cape Cod CGAS
3501,FMN,36.74138889,-108.23,Four Corners Regional
3507,FMS,40.65916667,-91.32777778,Fort Madison Municipal
3509,FMY,26.58666667,-81.86333333,Page Field
3521,FNL,40.45194444,-105.01138889,Fort Collins-Loveland Municipal
3522,FNR,58.25,-134.9,Funter Bay
3524,FNT,42.96555556,-83.74361111,Bishop International
3526,FOB,39.47444444,-123.79555556,Fort Bragg Airport
3529,FOD,42.55111111,-94.19194444,Fort Dodge Regional
3531,FOE,38.95083333,-95.66361111,Forbes Field
3535,FOK,40.84361111,-72.63166667,Francis S. Gabreski
3542,FPR,27.4975,-80.37277778,St. Lucie County International
3544,FPY,30.06916667,-83.58055556,Perry-Foley
3545,FQA,55.60611111,-131.48333333,Patching Lake Airport
3546,FQB,33.23972222,-119.45805556,San Nicolas Island NOLF
3547,FQC,57.80555556,-152.38055556,Lilly Lake
3548,FQD,58.235,-155.10361111,Trident Volcano
3549,FQE,58.31333333,-134.10416667,Annex Creek Airport
3550,FQF,58.35277778,-133.99138889,Davidson Creek Airport
3553,FQG,58.13444444,-133.72944444,Snettisham Airport
3555,FQH,61.16833333,-150.16055556,Fire Island Airport
3556,FQI,38.23444444,-84.43472222,Georgetown Scott County - Marshall Field
3557,FQJ,58.09861111,-134.76,Greens Creek Airport
3558,FQK,58.21472222,-136.15638889,Gull Cove Airport
3559,FQL,38.665,-88.45305556,Flora Municipal
3560,FQN,55.56222222,-132.63055556,Karta Lake Airport
3561,FQO,55.56666667,-131.05638889,Manzanita Lake Airport
3562,FQP,55.83444444,-131.48472222,Shrimp Bay Airport
3563,FQQ,59.14666667,-138.56361111,Dry Bay Airport
3564,FQR,55.24361111,-132.57333333,Josephine Lake Airport
3565,FQU,48.28388889,-115.49027778,Libby Airport
3566,FQV,53.81444444,-167.11944444,Volcano Bay Airport
3567,FQW,53.36666667,-167.88333333,Fort Glenn Airport
3568,FQX,55.21027778,-132.13194444,Babe Islands Airport
3569,FQY,55.92638889,-133.25277778,Kahli Cove Airport
3576,FRD,48.52194444,-123.02444444,Friday Harbor Airport
3580,FRG,40.72888889,-73.41333333,Republic
3584,FRM,43.64388889,-94.41555556,Fairmont Municipal
3587,FRP,57.85,-134.98333333,Fresh Water Bay Airport
3589,FRR,38.9175,-78.25333333,Front Royal-Warren County
3597,FRY,43.99111111,-70.94777778,Eastern Slopes Regional
3601,FSD,43.58194444,-96.74194444,Joe Foss Field
3603,FSI,34.64972222,-98.40222222,Henry Post AAF
3605,FSK,37.79833333,-94.76944444,Fort Scott Municipal
3606,FSM,35.33666667,-94.3675,Fort Smith Regional
3611,FST,30.91527778,-102.91277778,Fort Stockton Pecos County
3618,FTG,39.78416667,-104.5375,Front Range
3620,FTK,37.90722222,-85.97166667,Godman AAF
3622,FTL,61.86833333,-162.06805556,Fortuna Ledge Airport
3632,FTW,32.81944444,-97.36166667,Fort Worth Meacham International
3633,FTY,33.77916667,-84.52138889,Fulton County Airport-Brown Field
3643,FUL,33.87194444,-117.97972222,Fullerton Municipal
3648,FVA,61.11638889,-155.31138889,Osprey Lodge Airport
3654,FVD,30.58555556,-100.64861111,Sonora Municipal
3655,FVE,33.35416667,-117.25083333,Fallbrook Community Airpark
3659,FVG,33.97055556,-112.795,Wickenburg Municipal
3662,FVH,46.79416667,-119.08,Othello Municipal
3663,FVI,32.82583333,-91.18777778,Byerley
3666,FVN,48.15333333,-104.50416667,Big Sky Field
3667,FVO,45.24722222,-122.77,Aurora State
3669,FVP,39.94388889,-120.94527778,Gansner Field
3671,FVQ,62.07194444,-158.20416667,Donlin Creek Mine Airport
3673,FVS,43.83388889,-111.805,Rexburg-Madison County
3676,FVV,35.72833333,-118.41972222,Kern Valley
3677,FVW,65.28333333,-153.0,Golden Creek Mine Airport
3678,FVX,54.91666667,-132.91666667,Grace Harbor Airport
3679,FVY,56.08333333,-131.96666667,Unuk River Airport
3680,FVZ,70.00388889,-153.0775,Inigok
3684,FWA,40.97833333,-85.19527778,Fort Wayne International
3687,FWH,32.76916667,-97.44166667,Fort Worth NAS JRB/Carswell Field
3690,FWL,62.50916667,-153.89027778,Farewell Airport
3691,FWS,32.56527778,-97.30805556,Fort Worth Spinks
3693,FXE,26.19722222,-80.17083333,Fort Lauderdale Executive
3695,A35,70.17277778,-146.83611111,Bullen Point AFS
3698,FXR,40.27333333,-86.56222222,Frankfort Municipal
3699,FXY,43.23472222,-93.62416667,Forest City Municipal
3704,FYU,66.5725,-145.24638889,Fort Yukon Airport
3707,FYV,36.005,-94.17,Drake Field
3713,GA1,34.68861111,-85.29027778,Barwick Lafayette
3715,GA2,33.63166667,-85.15222222,West Georgia Regional - O V Gray Field
3716,GA3,33.31166667,-84.76972222,Newnan Coweta County
3719,GAD,33.97277778,-86.08916667,Northeast Alabama Regional
3722,GAI,39.16833333,-77.16611111,Montgomery County Airpark
3726,GAL,64.73611111,-156.9375,Edward G. Pitka Sr.
3728,GAM,63.76666667,-171.73277778,Gambell Airport
3750,GBD,38.34416667,-98.85916667,Great Bend Municipal
3756,GBG,40.93805556,-90.43111111,Galesburg Municipal
3758,GBH,68.47972222,-149.49,Galbraith Lake Airport
3765,GBR,42.18416667,-73.40333333,Walter J. Koladza
3770,GCC,44.34888889,-105.53944444,Gillette Campbell County
3777,GCK,37.9275,-100.72444444,Garden City Regional
3781,GCN,35.95222222,-112.14694444,Grand Canyon National Park
3782,GCY,36.19138889,-82.81666667,Municipal
3785,GDC,34.75833333,-82.37638889,Donaldson Field
3788,GDH,59.74694444,-158.87472222,Golden Horn Lodge Seaplane Base
3794,GDM,42.55,-72.01611111,Gardner Municipal
3805,GDV,47.13861111,-104.80722222,Dawson Community
3807,GDW,43.97055556,-84.475,Gladwin Zettel Memorial
3816,GED,38.68916667,-75.35888889,Sussex County
3818,GEG,47.61916667,-117.53527778,Spokane International
3819,GEK,62.97555556,-156.51333333,Ganes Creek Airport
3838,GEY,44.51805556,-108.08305556,South Big Horn County
3840,GEZ,39.58305556,-85.80472222,Shelbyville Municipal
3842,GFA,47.50472222,-111.18722222,Malmstrom AFB Heliport
3843,GFB,59.05,-160.28333333,Togiak Fish Airport
3847,GFK,47.94722222,-97.17388889,Grand Forks International
3849,GFL,43.34111111,-73.61027778,Floyd Bennett Memorial
3862,GGE,33.31138889,-79.32027778,Georgetown County
3864,GGG,32.38388889,-94.71138889,East Texas Regional
3870,GGW,48.2125,-106.61472222,Wokal Field/Glasgow International
3897,GJT,39.1225,-108.52666667,Grand Junction Regional
3902,GKN,62.155,-145.45444444,Gulkana Airport
3908,GLD,39.37055556,-101.69888889,Renner Field
3914,GLH,33.48277778,-90.98555556,Greenville Mid Delta
3926,GLR,45.01305556,-84.70333333,Gaylord Regional
3928,GLS,29.26527778,-94.86055556,Scholes International at Galveston
3932,GLV,64.55055556,-163.00722222,Golovin Airport
3933,GLW,37.03166667,-85.95361111,Glasgow Municipal
3940,GMT,65.40222222,-161.28138889,Granite Mountain AS
3942,GMU,34.84805556,-82.35,Greenville Downtown
3953,GNU,59.11777778,-161.57361111,Goodnews
3955,GNV,29.69,-82.27166667,Gainesville Regional
3969,GOL,42.41527778,-124.425,Gold Beach Municipal
3973,GON,41.33,-72.04527778,Groton-New London
3995,GPM,32.69888889,-97.04694444,Grand Prairie Municipal
3998,GPT,30.40722222,-89.07,Gulfport-Biloxi International
4001,GPZ,47.21027778,-93.51,Grand Rapids/Itasca County-Gordon Newstrom Field
4003,GQQ,40.73611111,-82.75277778,Horning
4009,GRB,44.48472222,-88.12972222,Austin Straubel International
4011,GRD,34.24861111,-82.15916667,Greenwood County
4013,GRF,47.07916667,-122.58083333,Gray AAF
4015,GRI,40.9675,-98.30972222,Central Nebraska Regional
4020,GRK,31.06722222,-97.82888889,Robert Gray AAF
4029,GRR,42.88083333,-85.52277778,Gerald R. Ford International
4042,GSB,35.33944444,-77.96055556,Seymour Johnson AFB
4046,GSH,41.52638889,-85.79416667,Goshen Municipal
4048,GSO,36.10138889,-79.94111111,Piedmont Triad International
4051,GSP,34.89555556,-82.21888889,Greenville-Spartanburg International
4053,GST,58.42527778,-135.7075,Gustavus Airport
4061,GTF,47.48277778,-111.37055556,Great Falls International
4067,GTR,33.44833333,-88.59138889,Golden Triangle Regional
4068,GTU,30.67888889,-97.67944444,Georgetown Municipal
4078,GUC,38.53388889,-106.93305556,Gunnison-Crested Butte Regional
4090,GUP,35.51111111,-108.78944444,Gallup Municipal
4097,GUS,40.64805556,-86.15222222,Grissom ARB
4102,GUY,36.685,-101.50777778,Guymon Municipal
4107,GVE,38.15611111,-78.16583333,Gordonsville Municipal
4109,GVL,34.2725,-83.83027778,Lee Gilmer Memorial
4110,GVQ,43.03166667,-78.16972222,Genesee County
4113,GVT,33.06777778,-96.06527778,Majors
4114,GVW,38.85083333,-94.55833333,Richards/Gebaur AFB
4127,GWO,33.49416667,-90.08472222,Greenwood/Leflore
4130,GWR,46.21833333,-97.64333333,Gwinner-Roger Melroe Field
4132,GWS,39.50611111,-107.30916667,Glenwood Springs Municipal
4158,GYR,33.42388889,-112.37472222,Phoenix Goodyear
4160,GYY,41.61638889,-87.41277778,Gary/Chicago International
4169,HAB,34.12916667,-87.99444444,Marion County
4174,HAE,36.21666667,-112.66666667,Havasupai Airport
4176,HAF,37.51333333,-122.50111111,Half Moon Bay Airport
4190,HAO,39.36388889,-84.52194444,Butler County Regional Hogan Field
4194,HAR,40.21722222,-76.85138889,Capital City
4203,HBC,57.41666667,-135.03333333,Hanus Bay Airport
4208,HBG,31.265,-89.25277778,Hattiesburg Bobby L. Chain Municipal
4209,HBH,57.4,-133.46666667,Hobart Bay Airport
4214,HBV,27.34944444,-98.73694444,Jim Hogg County
4215,HBY,57.38194444,-134.39527778,Hood Bay Airport
4216,HCA,32.30361111,-101.43388889,Howard County
4217,HCB,55.45,-131.28333333,Shoal Cove Airport
4219,HCR,62.18833333,-159.775,Holy Cross Airport
4220,HDA,57.21666667,-134.88333333,Hidden Falls Airport
4229,HDH,21.57944444,-158.19722222,Dillingham
4235,HDN,40.48111111,-107.21777778,Yampa Valley
4243,HED,55.80138889,-160.89916667,Herendeen Bay
4253,HES,45.82833333,-119.25916667,Hermiston Municipal
4258,HEZ,31.61361111,-91.29722222,Hardy-Anders Field Natchez-Adams County
4262,HFD,41.73666667,-72.64944444,Hartford Brainard
4265,HFF,35.03666667,-79.4975,Mackall AAF
4283,HGR,39.70861111,-77.72638889,Hagerstown Regional-Richard A. Henson Field
4288,HGZ,66.19166667,-155.66888889,Hogatza Airport
4292,HHH,32.22444444,-80.6975,Hilton Head Airport
4297,HHR,33.92277778,-118.33527778,Jack Northrop Field/Hawthorne Municipal
4300,KS3,39.87916667,-95.52527778,Hiawatha Municipal
4303,HIB,47.38666667,-92.83888889,Range Regional
4305,HIE,44.3675,-71.54583333,Mount Washington Regional
4307,HIF,41.12388889,-111.97305556,Hill AFB
4309,HII,34.57111111,-114.35833333,Lake Havasu City Airport
4313,HIK,21.31777778,-157.92027778,Joint Base Pearl Harbor-Hickam
4319,HIO,45.54083333,-122.95027778,Portland Hillsboro
4325,HKA,35.94055556,-89.83083333,Blytheville Municipal
4326,HKB,63.8675,-148.96888889,Healy River
4337,HKS,32.33472222,-90.2225,Hawkins Field
4341,HKY,35.74111111,-81.38944444,Hickory Regional
4350,HLG,40.175,-80.64638889,Wheeling Ohio County
4352,HLI,36.89333333,-121.41027778,Hollister Municipal
4353,HLM,42.79583333,-86.16194444,Park Township
4355,HLN,46.60694444,-111.98277778,Helena Regional
4369,HMN,32.85222222,-106.10916667,Holloman AFB
4372,HMS,58.29444444,-135.34722222,Homeshore Airport
4374,HMT,33.73388889,-117.0225,Hemet-Ryan
4379,HNC,35.23277778,-75.61777778,Billy Mitchell
4386,HNH,58.09611111,-135.40888889,Hoonah Airport
4388,HNL,21.31777778,-157.92027778,Honolulu International
4390,HNM,20.79555556,-156.01444444,Hana Airport
4393,HNS,59.24388889,-135.52361111,Haines Airport
4396,HOB,32.6875,-103.21722222,Lea County Regional
4408,HOL,62.91055556,-159.52777778,Holikachuk Airport
4410,HOM,59.64555556,-151.47666667,Homer Airport
4412,HON,44.38527778,-98.22861111,Huron Regional
4414,HOP,36.66861111,-87.49611111,Campbell AAF
4421,HOT,34.47805556,-93.09611111,Memorial Field
4423,HOU,29.64555556,-95.27888889,William P Hobby
4433,HPB,61.52388889,-166.14666667,Hooper Bay Airport
4437,HPN,41.06694444,-73.7075,Westchester County
4439,HPT,42.72361111,-93.22638889,Hampton Municipal
4441,HPV,22.20916667,-159.44555556,Princeville
4442,HQM,46.97111111,-123.93666667,Bowerman
4454,HRL,26.22722222,-97.65527778,Valley International
4456,HRO,36.26138889,-93.15472222,Boone County
4464,HSH,35.97277778,-115.13444444,Henderson Executive
4466,HSI,40.60527778,-98.42777778,Hastings Municipal
4469,HSL,65.69777778,-156.35138889,Huslia Airport
4471,HSP,37.95138889,-79.83388889,Ingalls Field
4474,HST,25.48861111,-80.38361111,Homestead ARB
4476,HSV,34.63722222,-86.775,Huntsville International-Carl T Jones Field
4484,HTH,38.545,-118.6325,Hawthorne Industrial
4489,HTO,40.95944444,-72.25166667,East Hampton Airport
4491,HTS,38.36694444,-82.55861111,Tri-State/Milton J. Ferguson Field
4495,HUA,34.67861111,-86.68472222,Redstone AAF
4502,HUF,39.45138889,-87.3075,Terre Haute International-Hulman Field
4515,HUL,46.12472222,-67.79222222,Houlton International
4517,HUM,29.56638889,-90.66055556,Houma Terrebonne
4521,HUS,66.03916667,-154.26472222,Hughes Airport
4523,HUT,38.06555556,-97.86055556,Hutchinson Municipal
